,smiles,GWP100,log(GWP100),log(LT),log(RE),log(lip),log(sol)
1415,C(C(C(F)(F)Br)(Br)(Br)Br)(Cl)Br,62.3231110204,1.7946491241,0.0371862017,-0.6683551669,-0.0008376697,-3.8393974304
3204,C(C(C(Cl)(Cl)Cl)(F)(F)F)(F)(Cl)Br,62.3231110204,1.7946491241,0.0371860228,-0.6683551073,-0.0008376697,-3.8393981457
3205,C(C(C(Cl)(Cl)Cl)(F)(F)F)(F)(Br)Cl,62.3231281274,1.7946492434,0.0371861421,-0.6683551669,-0.0008375505,-3.8393979073
415,C(C(C(F)(F)F)(F)(F)F)(Cl)Br,62.3579849247,1.7948920727,0.416203618,-0.5682457685,0.0499738008,-2.4218673706
3100,C(C(C(F)(Br)Br)(Cl)Br)(F)(F)F,62.3579849247,1.7948920727,0.41620332,-0.5682457089,0.0499736816,-2.4218673706
495,C(C(C(F)(F)F)(F)(Cl)Br)(Cl)Br,62.6864590214,1.7971737385,0.302642107,-0.5408056974,0.0039849421,-3.1801309586
3180,C(C(C(F)(Br)Br)Br)(F)(F)F,62.6864762281,1.7971738577,0.3026419878,-0.540805757,0.0039849421,-3.1801309586
99,C(C(F)(Cl)Br)Br,62.6932732753,1.7972209454,-0.2888979912,-0.9541249275,-0.0076743225,-1.9412622452
119,C(C(F)(Br)Cl)Br,62.6932732753,1.7972209454,-0.2888982296,-0.9541249275,-0.0076743225,-1.9412622452
384,C(CBr)(F)(Cl)Br,62.6932732753,1.7972209454,-0.2888979912,-0.9541250467,-0.0076743225,-1.941262126
385,C(CBr)(F)(Br)Cl,62.6933076926,1.7972211838,-0.28889817,-0.9541250467,-0.0076743225,-1.941262126
365,C(CCl)(F)(Br)Cl,62.7911463354,1.7978984118,-0.6519079804,-0.9219651818,-0.0552349538,-1.6635661125
98,C(C(F)(Cl)Br)Cl,62.7911635709,1.797898531,-0.6519079804,-0.9219651818,-0.0552349538,-1.6635661125
118,C(C(F)(Br)Cl)Cl,62.7911635709,1.797898531,-0.65190804,-0.9219651818,-0.0552349538,-1.6635661125
364,C(CCl)(F)(Cl)Br,62.7911635709,1.797898531,-0.6519079804,-0.9219651818,-0.0552349538,-1.6635661125
3140,C(C(C(F)(Br)Br)F)(F)(F)F,63.2804807172,1.8012697697,0.2994856238,-0.5283472538,0.0533787161,-2.7786793709
455,C(C(C(F)(F)F)(F)(F)Br)(Cl)Br,63.2804980871,1.8012698889,0.2994856238,-0.5283472538,0.0533786565,-2.7786793709
635,C(C(C(F)(F)F)(F)F)(Cl)Br,63.5555897889,1.8031537533,0.2919257283,-0.5445215702,0.0872271806,-3.1501913071
3141,C(C(C(F)(Br)Br)F)(F)(F)Cl,63.5556072343,1.8031538725,0.2919257283,-0.5445215702,0.0872271806,-3.1501913071
1136,C(C(C(F)(F)Cl)(Br)Br)(Br)Br,63.749878381,1.8044793606,0.3442047238,-0.5777551532,0.0504890233,-3.145778656
1316,C(C(C(F)(F)Br)(F)(Br)Cl)(Br)Br,63.749878381,1.8044793606,0.3442047834,-0.5777552724,0.0504890233,-3.145778656
3284,C(C(C(Cl)(Cl)Cl)(F)(Cl)Br)(F)(Cl)Br,63.749878381,1.8044793606,0.344204545,-0.5777550936,0.0504890233,-3.1457788944
3285,C(C(C(Cl)(Cl)Cl)(F)(Cl)Br)(F)(Br)Cl,63.749878381,1.8044793606,0.3442046046,-0.5777552128,0.0504890233,-3.145778656
2075,C(C(C(F)(Cl)Br)(F)(Cl)Cl)(Cl)Br,63.7724731728,1.8046332598,0.03921872,-0.5993801951,-0.0765166134,-3.492361784
3149,C(C(C(F)(Br)Br)F)(Cl)(Br)Br,63.7724731728,1.8046332598,0.0392184816,-0.5993801951,-0.0765166134,-3.4923620224
515,C(C(C(F)(F)F)(F)(Br)Cl)(Cl)Br,63.8201742871,1.8049579859,0.1852317452,-0.5275257826,0.0614051968,-3.2049901485
3200,C(C(C(Cl)(Cl)Cl)(F)(F)F)(F)(F)F,63.8202093231,1.8049582243,0.1852317452,-0.5275257826,0.0614051968,-3.2049901485
2095,C(C(C(F)(Cl)Br)(F)(Cl)Br)(Cl)Br,64.4838891024,1.8094512224,-0.0365513004,-0.6516894698,-0.1699778885,-3.7664361
3169,C(C(C(F)(Br)Br)Cl)(Cl)(Br)Br,64.4838891024,1.8094512224,-0.0365511812,-0.6516894698,-0.1699778885,-3.7664361
537,C(C(C(F)(F)F)(F)(Br)Br)F,64.5301916173,1.8097629547,0.3452277184,-0.6414594054,0.0645145327,-1.3057173491
3580,C(C(C(Cl)(Cl)Cl)Br)(F)(F)F,64.5301916173,1.8097629547,0.3452277184,-0.6414593458,0.0645145327,-1.3057172298
3142,C(C(C(F)(Br)Br)F)(F)(F)Br,64.5594244592,1.80995965,0.2938052416,-0.554776907,0.0576464683,-2.9635181427
815,C(C(C(F)(F)Cl)(F)(F)F)(Cl)Br,64.5594421801,1.8099597692,0.2938052416,-0.554776907,0.0576465279,-2.9635181427
2597,C(C(C(F)(Br)Cl)(Cl)(Br)Br)F,64.9107186956,1.8123164177,0.0195951425,-0.7420141697,0.0633350164,-1.7746248245
3492,C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)Cl,64.9107186956,1.8123164177,0.0195950828,-0.7420142293,0.0633350164,-1.7746250629
2617,C(C(C(F)(Br)Cl)(Br)(Br)Br)F,65.0752023696,1.8134155273,-0.3336822987,-0.914545536,-0.0264844745,-1.6250188351
3512,C(C(C(Cl)(Cl)Cl)(Cl)Br)(F)Cl,65.0752023696,1.8134155273,-0.3336821198,-0.9145457745,-0.0264844745,-1.6250188351
1395,C(C(C(F)(F)Br)(Cl)(Br)Br)(Cl)Br,65.1339785343,1.8138076067,0.1447009444,-0.6042580605,-0.0018868903,-3.8964810371
3184,C(C(C(F)(Br)Br)Br)(F)(Cl)Br,65.1339964129,1.8138077259,0.1447011232,-0.6042581797,-0.0018868903,-3.8964807987
3185,C(C(C(F)(Br)Br)Br)(F)(Br)Cl,65.1339964129,1.8138077259,0.1447010636,-0.6042581797,-0.0018868903,-3.8964810371
1215,C(C(C(F)(F)Br)(F)(F)F)(Cl)Br,65.1340142915,1.8138078451,0.1447010636,-0.6042580605,-0.0018868903,-3.8964807987
775,C(C(C(F)(F)F)Cl)(Cl)Br,65.2681344555,1.8147011995,0.3773839474,-0.5252285004,0.0510307103,-2.6286745071
3102,C(C(C(F)(Br)Br)(Cl)Br)(F)(F)Br,65.2681344555,1.8147011995,0.3773839474,-0.5252285004,0.0510307103,-2.6286745071
1515,C(C(C(F)(F)Br)(Cl)Br)(Cl)Br,65.506467406,1.8162841797,0.2235553265,-0.5527918339,0.0402037054,-3.5108218193
3126,C(C(C(F)(Br)Br)(Br)Br)(F)(Br)Br,65.506467406,1.8162841797,0.2235553265,-0.5527918339,0.0402037054,-3.5108218193
475,C(C(C(F)(F)F)(F)(Cl)Cl)(Cl)Br,65.5333003129,1.8164620399,0.2547832131,-0.5776467919,0.0279092342,-3.131131649
3160,C(C(C(F)(Br)Br)Cl)(F)(F)F,65.5333003129,1.8164620399,0.2547832131,-0.5776467919,0.0279092342,-3.131131649
565,C(C(C(F)(F)F)(Cl)(Cl)Br)(F)(Br)Cl,65.5502833787,1.8165745735,0.1692548394,-0.5125888586,0.0329570919,-2.5206961632
1460,C(C(C(F)(F)Br)(F)Br)(F)(F)F,65.5502833787,1.8165745735,0.1692548394,-0.5125889778,0.0329570919,-2.5206961632
564,C(C(C(F)(F)F)(Cl)(Cl)Br)(F)(Cl)Br,65.5503193644,1.8165748119,0.1692549586,-0.5125889778,0.0329569727,-2.5206961632
1280,C(C(C(F)(F)Br)(F)(Cl)Br)(F)(F)F,65.5503193644,1.8165748119,0.1692548394,-0.5125888586,0.0329570919,-2.5206961632
2275,C(C(C(F)(Cl)Br)(F)Br)(Cl)Br,65.6807173179,1.8174378872,-0.0891451836,-0.6439284086,-0.1629516333,-3.7790594101
3170,C(C(C(F)(Br)Br)Cl)(Br)(Br)Br,65.6807173179,1.8174378872,-0.089145124,-0.6439284086,-0.1629516333,-3.7790594101
277,C(C(F)Br)F,65.7304231296,1.817766428,0.4231252074,-1.0369428396,0.0347805172,-0.9797928929
353,C(CF)(F)Br,65.7304411719,1.8177665472,0.4231251478,-1.0369428396,0.0347805172,-0.9797928929
3195,C(C(C(F)(Br)Br)Br)(Cl)Br,65.914640218,1.8189818859,-0.0891932845,-0.9740922451,-0.2111676782,-3.6544384956
2299,C(C(C(F)(Cl)Br)(Cl)Cl)Br,66.0176328928,1.8196599483,-0.442060411,-0.9872316122,0.0124079129,-3.1929068565
3910,C(C(C(Cl)(Cl)Br)(Cl)Br)(Br)(Br)Br,66.0176872563,1.819660306,-0.442060411,-0.987231493,0.0124079129,-3.1929068565
975,C(C(C(F)(F)Cl)(Cl)(Cl)Br)(Cl)Br,66.0826110482,1.8200871944,0.2832502723,-0.5919181705,0.0035129329,-3.6862282753
3123,C(C(C(F)(Br)Br)(Br)Br)(F)(Cl)Cl,66.0826110482,1.8200871944,0.2832502723,-0.5919181705,0.0035129329,-3.6862282753
3181,C(C(C(F)(Br)Br)Br)(F)(F)Cl,66.159274556,1.8205907345,0.2642217278,-0.5673813224,0.0033325097,-3.5634222031
675,C(C(C(F)(F)F)(F)Br)(Cl)Br,66.159292716,1.8205908537,0.2642216086,-0.5673812628,0.0033325097,-3.5634224415
2195,C(C(C(F)(Cl)Br)(Cl)(Br)Br)(Cl)Br,66.2556836834,1.8212231398,-0.1373215318,-0.5720210671,-0.1212825626,-3.2335743904
3269,C(C(C(Cl)(Cl)Cl)(F)(Cl)Cl)(Cl)(Br)Br,66.2556836834,1.8212231398,-0.1373215914,-0.5720209479,-0.1212825626,-3.2335743904
2115,C(C(C(F)(Cl)Br)(F)(Br)Cl)(Cl)Br,66.6246746623,1.8236351013,-0.1817477345,-0.653817296,-0.1883513778,-3.8617885113
3189,C(C(C(F)(Br)Br)Br)(Cl)(Br)Br,66.6246746623,1.8236351013,-0.1817477345,-0.6538171768,-0.1883513778,-3.8617887497
2096,C(C(C(F)(Cl)Br)(F)(Cl)Br)(Br)Br,66.6975730135,1.8241100311,-0.0390598215,-0.6261298656,-0.186223492,-4.075592041
3349,C(C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl)(Cl)(Br)Br,66.6975730135,1.8241100311,-0.0390598215,-0.6261299253,-0.186223492,-4.075592041
1175,C(C(C(F)(F)Cl)Cl)(Cl)Br,66.7347481748,1.824352026,0.1679900885,-0.5721641183,0.0771387964,-3.4466609955
1355,C(C(C(F)(F)Br)(Cl)(Cl)Cl)(Cl)Br,66.7347481748,1.824352026,0.1679900885,-0.5721640587,0.0771387964,-3.4466609955
3144,C(C(C(F)(Br)Br)F)(F)(Cl)Br,66.7347481748,1.824352026,0.1679899693,-0.5721640587,0.0771387368,-3.4466609955
3145,C(C(C(F)(Br)Br)F)(F)(Br)Cl,66.7347481748,1.824352026,0.1679899693,-0.5721640587,0.0771387964,-3.4466609955
875,C(C(C(F)(F)Cl)(F)(Cl)Cl)(Cl)Br,66.9515449288,1.825760603,0.1382040977,-0.6284922361,0.0261973888,-3.3614740372
3202,C(C(C(Cl)(Cl)Cl)(F)(F)F)(F)(F)Br,66.9515449288,1.825760603,0.1382038593,-0.6284922957,0.0261974484,-3.3614740372
3182,C(C(C(F)(Br)Br)Br)(F)(F)Br,67.0389869854,1.8263274431,0.2649875283,-0.5899795294,0.0054133078,-3.3750500679
855,C(C(C(F)(F)Cl)(F)(F)Br)(Cl)Br,67.0390053869,1.8263275623,0.2649872899,-0.5899795294,0.005413427,-3.3750498295
2856,C(C(C(F)(Br)Br)(F)(F)Br)(Br)Br,67.1467406684,1.8270249367,0.1416080594,-0.92611444,-0.2058181614,-3.5357117653
3393,C(C(C(Cl)(Cl)Cl)(Cl)(Br)Br)(F)Br,67.1467406684,1.8270249367,0.1416080594,-0.9261145592,-0.2058181614,-3.5357117653
2180,C(C(C(F)(Cl)Br)(Cl)(Br)Br)(F)(F)F,67.4114521497,1.8287336826,0.0577812754,-0.546600461,0.1037390381,-2.7888503075
569,C(C(C(F)(F)F)(Cl)(Cl)Br)(Cl)(Br)Br,67.4114706535,1.8287338018,0.0577812754,-0.5466005206,0.1037390381,-2.7888503075
258,C(C(F)Cl)Cl,67.4664491776,1.8290878534,-0.0657665133,-0.9566334486,0.0221196562,-1.0207538605
372,C(CCl)(F)Cl,67.4664676965,1.8290879726,-0.0657666326,-0.9566335082,0.0221196562,-1.0207537413
925,C(C(C(F)(F)Cl)(F)(Br)Br)(F)(Br)Cl,67.478154096,1.8291631937,0.1605936289,-0.463627249,-0.0017418126,-2.7260444164
1282,C(C(C(F)(F)Br)(F)(Cl)Br)(F)(F)Br,67.478154096,1.8291631937,0.1605935693,-0.463627249,-0.001741753,-2.7260446548
1462,C(C(C(F)(F)Br)(F)Br)(F)(F)Br,67.478154096,1.8291631937,0.1605936289,-0.463627249,-0.0017418126,-2.7260444164
924,C(C(C(F)(F)Cl)(F)(Br)Br)(F)(Cl)Br,67.4781726181,1.8291633129,0.1605936289,-0.463627249,-0.001741753,-2.7260446548
2315,C(C(C(F)(Cl)Br)(Cl)Br)(Cl)Br,68.0298537435,1.8326995373,-0.2307384014,-0.8472549915,-0.2081582397,-3.9048058987
3210,C(C(C(Cl)(Cl)Cl)(F)(F)F)(Br)(Br)Br,68.0298537435,1.8326995373,-0.2307385206,-0.8472549915,-0.2081582397,-3.9048058987
3304,C(C(C(Cl)(Cl)Cl)(F)(Br)Cl)(F)(Cl)Br,68.200369247,1.833786726,0.2863873839,-0.5978201628,0.0771505982,-3.815166235
3305,C(C(C(Cl)(Cl)Cl)(F)(Br)Cl)(F)(Br)Cl,68.2003879673,1.8337868452,0.2863875031,-0.597820282,0.0771506578,-3.815166235
1156,C(C(C(F)(F)Cl)F)(Br)Br,68.2004066876,1.8337869644,0.2863874435,-0.5978201628,0.0771505982,-3.815166235
1336,C(C(C(F)(F)Br)(F)(Br)Br)(Br)Br,68.2004254079,1.8337870836,0.2863875031,-0.5978201628,0.0771506578,-3.815166235
1595,C(C(C(F)(F)Br)Br)(Cl)Br,68.3647627019,1.8348323107,-0.2065519691,-0.7085005045,0.0179460794,-3.7101798058
3206,C(C(C(Cl)(Cl)Cl)(F)(F)F)(F)(Br)Br,68.3647814673,1.8348324299,-0.2065519691,-0.7085003257,0.0179460794,-3.7101795673
1535,C(C(C(F)(F)Br)(Br)Br)(Cl)Br,68.5448659943,1.8359749317,0.1319194436,-0.5821746588,0.0566846281,-3.4153125286
3146,C(C(C(F)(Br)Br)F)(F)(Br)Br,68.544903624,1.8359751701,0.1319195032,-0.5821746588,0.0566846281,-3.4153122902
2035,C(C(C(F)(Cl)Br)(F)(F)Cl)(Cl)Br,68.6299995628,1.8365139961,0.1628850102,-0.5532694459,0.0493091494,-3.1293256283
3109,C(C(C(F)(Br)Br)(Cl)Br)(Cl)(Br)Br,68.6299995628,1.8365139961,0.1628850102,-0.5532695055,0.0493091494,-3.1293256283
3376,C(C(C(Cl)(Cl)Cl)(Cl)(Cl)Br)(Br)Br,69.2052483366,1.8401390314,0.1438045204,-0.9957137108,-0.1597011536,-3.8317914009
3161,C(C(C(F)(Br)Br)Cl)(F)(F)Cl,69.2885964569,1.8406617641,0.2508550286,-0.5888299942,0.0205432326,-3.3758192062
655,C(C(C(F)(F)F)(F)Cl)(Cl)Br,69.2886154759,1.8406618834,0.2508550286,-0.5888300538,0.0205432326,-3.3758192062
3394,C(C(C(Cl)(Cl)Cl)(Cl)(Br)Br)(Cl)Cl,69.3259027447,1.8408955336,-0.2340156734,-0.9306257963,-0.1710232347,-3.5597734451
3036,C(C(C(F)(Br)Br)(F)F)(Br)Br,69.3259217739,1.8408956528,-0.2340156138,-0.9306257963,-0.1710232347,-3.5597734451
3196,C(C(C(F)(Br)Br)Br)(Br)Br,69.4262593799,1.8415237665,0.0225600265,-0.9653859735,-0.1572514027,-3.7529864311
3375,C(C(C(Cl)(Cl)Cl)(Cl)(Cl)Br)(Cl)Br,69.4262593799,1.8415237665,0.0225601159,-0.9653859138,-0.1572514027,-3.7529864311
2255,C(C(C(F)(Cl)Br)(F)Cl)(Cl)Br,69.5147582606,1.8420770168,-0.1688019037,-0.6688621044,-0.0187957734,-3.5638999939
3150,C(C(C(F)(Br)Br)F)(Br)(Br)Br,69.5147582606,1.8420770168,-0.1688019037,-0.6688622236,-0.0187958926,-3.5638999939
156,C(C(Cl)(Cl)Cl)(Br)Br,69.6670391309,1.8430273533,0.1457124949,-0.9432896972,0.0286862403,-3.4718742371
327,C(C(Br)Br)(Cl)(Cl)Cl,69.6670391309,1.8430273533,0.1457124949,-0.9432897568,0.0286862403,-3.4718742371
2235,C(C(C(F)(Cl)Br)(F)F)(Cl)Br,69.7075531516,1.8432798386,0.0353930555,-0.6204750538,-0.0916061848,-3.536352396
3130,C(C(C(F)(Br)Br)(Br)Br)(Br)(Br)Br,69.7075531516,1.8432798386,0.0353931151,-0.6204750538,-0.0916061848,-3.536352396
1315,C(C(C(F)(F)Br)(F)(Br)Cl)(Cl)Br,69.8046491938,1.8438843489,0.2247726321,-0.5430476665,0.0519480258,-2.9919595718
1135,C(C(C(F)(F)Cl)(Br)Br)(Cl)Br,69.8046683545,1.8438844681,0.2247725725,-0.5430476665,0.0519480258,-2.9919595718
3104,C(C(C(F)(Br)Br)(Cl)Br)(F)(Cl)Br,69.8046683545,1.8438844681,0.2247725725,-0.5430475473,0.0519480854,-2.9919595718
3105,C(C(C(F)(Br)Br)(Cl)Br)(F)(Br)Cl,69.8046683545,1.8438844681,0.2247725725,-0.5430476665,0.0519480258,-2.9919595718
3727,C(C(C(Cl)(Cl)Br)(F)(Br)Br)(Cl)(Cl)Cl,69.8341053192,1.8440675735,-0.4636470079,-0.9542394876,0.0659495741,-2.8355746269
1758,C(C(C(F)(Cl)Cl)(Cl)(Cl)Cl)Cl,69.834124488,1.8440676928,-0.4636470079,-0.9542395473,0.0659495741,-2.8355746269
3499,C(C(C(Cl)(Cl)Cl)(Cl)Cl)Br,69.989429507,1.8450324535,0.0953478813,-0.993432641,0.0576184541,-1.508849144
3857,C(C(C(Cl)(Cl)Br)(F)Cl)F,69.989429507,1.8450324535,0.0953479409,-0.993432641,0.0576184541,-1.508849144
3096,C(C(C(F)(Br)Br)(Cl)Cl)(Br)Br,70.0028403251,1.8451156616,-0.5599702001,-1.1446611881,0.0465171486,-1.9854415655
3454,C(C(C(Cl)(Cl)Cl)(F)Cl)(Cl)Cl,70.0028595401,1.8451157808,-0.5599701405,-1.1446610689,0.0465171486,-1.9854416847
2739,C(C(C(F)(Br)Cl)(Br)Br)Br,70.031976398,1.8452963829,-0.347851932,-1.2858355045,0.0055374047,-1.5073183775
3992,C(C(C(Cl)(Cl)Br)Br)(F)Cl,70.031976398,1.8452963829,-0.3478518128,-1.2858353853,0.0055374047,-1.5073183775
2817,C(C(C(F)(Br)Br)(F)(F)F)F,70.5890341876,1.8487372398,-0.000228826,-0.658675611,0.0683345944,-2.3712592125
3533,C(C(C(Cl)(Cl)Cl)(Br)Br)(F)Br,70.5890535635,1.848737359,-0.000228826,-0.6586756706,0.0683344752,-2.3712592125
2738,C(C(C(F)(Br)Cl)(Br)Br)Cl,70.9256777409,1.8508034945,-0.5471591949,-1.1214601994,0.0207812935,-1.4316442013
3812,C(C(C(Cl)(Cl)Br)(Br)(Br)Br)(F)Cl,70.9256777409,1.8508034945,-0.5471591949,-1.1214600801,0.0207812935,-1.4316442013
3867,C(C(C(Cl)(Cl)Br)(F)Br)(Cl)(Cl)Cl,70.9935769107,1.851219058,-0.1981169581,-1.0488177538,0.0272697359,-2.832652092
1719,C(C(C(F)(Cl)Cl)(F)(Br)Cl)Br,70.9935963977,1.8512191772,-0.1981170774,-1.0488177538,0.0272697955,-2.832652092
1896,C(C(C(F)(Cl)Cl)(Cl)Cl)(Br)Br,71.1214291413,1.8520004749,0.1629680991,-0.5739641786,-0.0451579541,-3.8251981735
3328,C(C(C(Cl)(Cl)Cl)(F)(Br)Br)(Cl)(Cl)Br,71.1214291413,1.8520004749,0.1629681587,-0.573964119,-0.0451579541,-3.8251981735
996,C(C(C(F)(F)Cl)(Cl)(Br)Br)(Br)Br,71.2490031343,1.8527787924,0.3772807717,-0.6250123382,0.052435711,-3.8059806824
3323,C(C(C(Cl)(Cl)Cl)(F)(Br)Br)(F)(Cl)Cl,71.2490226914,1.8527789116,0.3772807717,-0.6250122786,0.052435711,-3.8059806824
1575,C(C(C(F)(F)Br)Cl)(Cl)Br,71.4421954298,1.853954792,-0.0291871466,-0.6537003517,0.0053169867,-3.766575098
3186,C(C(C(F)(Br)Br)Br)(F)(Br)Br,71.4421954298,1.853954792,-0.0291871466,-0.6537004709,0.0053169867,-3.766575098
3436,C(C(C(Cl)(Cl)Cl)(F)F)(Br)Br,71.7406952428,1.8557655811,-0.7514432669,-0.9914280176,0.0399464518,-2.1749508381
3599,C(C(C(Cl)(Cl)Cl)Br)Br,71.8205319004,1.8562486172,-0.2581236959,-1.0282818079,0.0213043243,-0.9809636474
3957,C(C(C(Cl)(Cl)Br)F)F,71.8205319004,1.8562486172,-0.2581236362,-1.0282818079,0.0213043243,-0.9809636474
2719,C(C(C(F)(Br)Cl)(Cl)Br)Br,71.9700404453,1.8571517467,-0.1341474056,-1.2756075859,-0.010666416,-1.29210186
3972,C(C(C(Cl)(Cl)Br)Cl)(F)Cl,71.9700404453,1.8571517467,-0.1341474652,-1.2756075859,-0.0106665352,-1.29210186
2295,C(C(C(F)(Cl)Br)(Cl)Cl)(Cl)Br,71.9983747241,1.8573226929,-0.1808916926,-0.6943017244,-0.217740044,-3.9364254475
3190,C(C(C(F)(Br)Br)Br)(Br)(Br)Br,71.9983747241,1.8573226929,-0.1808916926,-0.6943016052,-0.217740044,-3.9364254475
2259,C(C(C(F)(Cl)Br)(F)Cl)Br,72.0877580184,1.8578615189,-0.4151362181,-1.0863099098,-0.0425861329,-3.1123452187
3870,C(C(C(Cl)(Cl)Br)(F)Br)(Br)(Br)Br,72.0877580184,1.8578615189,-0.4151360989,-1.0863101482,-0.0425861329,-3.1123452187
929,C(C(C(F)(F)Cl)(F)(Br)Br)(Cl)(Br)Br,72.5187828321,1.8604505062,0.0671105981,-0.4824617803,0.029560104,-3.073931694
2182,C(C(C(F)(Cl)Br)(Cl)(Br)Br)(F)(F)Br,72.5187828321,1.8604505062,0.0671107173,-0.4824617803,0.029560104,-3.073931694
2138,C(C(C(F)(Cl)Br)(F)(Br)Br)Cl,72.567030257,1.8607393503,-0.6262634993,-0.9921774864,0.0493154079,-2.9045181274
3749,C(C(C(Cl)(Cl)Br)(Cl)(Cl)Cl)(Cl)(Br)Br,72.5670900137,1.8607397079,-0.6262634993,-0.9921774864,0.0493154675,-2.9045183659
1599,C(C(C(F)(F)Br)Br)Br,72.6194557854,1.86105299,-0.4091682434,-1.0021986961,0.1164269596,-3.012822628
3926,C(C(C(Cl)(Cl)Br)(Br)Br)(F)(Br)Br,72.6194956519,1.8610532284,-0.4091682434,-1.0021986961,0.1164269596,-3.012822628
595,C(C(C(F)(F)F)(Cl)(Br)Br)(Cl)Br,72.6425820724,1.8611912727,0.437643826,-0.539953649,0.0517820269,-2.7983670235
3101,C(C(C(F)(Br)Br)(Cl)Br)(F)(F)Cl,72.6425820724,1.8611912727,0.4376438856,-0.539953649,0.0517820269,-2.7983670235
3472,C(C(C(Cl)(Cl)Cl)(F)Br)(F)Cl,72.8384334311,1.8623605967,0.2336773872,-0.8217864037,0.1089486033,-1.2360838652
2577,C(C(C(F)(Br)Cl)(Cl)(Cl)Br)F,72.8384534245,1.8623607159,0.2336773872,-0.8217864037,0.1089486033,-1.2360838652
596,C(C(C(F)(F)F)(Cl)(Br)Br)(Br)Br,73.0508123148,1.8636250496,0.6452263594,-0.5824931264,0.0500573069,-2.9004485607
3281,C(C(C(Cl)(Cl)Cl)(F)(Cl)Br)(F)(F)Cl,73.0508323665,1.8636251688,0.6452262998,-0.582493186,0.0500573069,-2.9004485607
2318,C(C(C(F)(Cl)Br)(Cl)Br)Cl,73.0607586268,1.8636841774,-0.6392738223,-0.8884541392,0.0280614048,-3.0775845051
3750,C(C(C(Cl)(Cl)Br)(Cl)(Cl)Cl)(Br)(Br)Br,73.0607987357,1.8636844158,-0.6392737031,-0.8884540796,0.0280614048,-3.0775845051
3059,C(C(C(F)(Br)Br)(F)Cl)Br,74.9409822928,1.8747193813,-0.3717868924,-1.3229265213,0.0143604418,-1.3234679699
3954,C(C(C(Cl)(Cl)Br)F)(Cl)Cl,74.9409822928,1.8747193813,-0.3717867732,-1.3229262829,0.0143604418,-1.3234679699
742,C(C(C(F)(F)F)F)(F)(F)Br,74.9645803884,1.8748561144,0.154075861,-0.4850943983,-0.0080177048,-2.6044707298
921,C(C(C(F)(F)Cl)(F)(Br)Br)(F)(F)Cl,74.9646215424,1.8748563528,0.1540760398,-0.4850943983,-0.0080177048,-2.6044707298
1036,C(C(C(F)(F)Cl)(F)F)(Br)Br,74.9747049524,1.8749147654,0.3702898622,-0.6578913331,-0.0106682042,-4.2477488518
3363,C(C(C(Cl)(Cl)Cl)(Cl)(Cl)Br)(F)(Cl)Cl,74.9747049524,1.8749147654,0.3702899218,-0.6578913927,-0.0106682638,-4.2477488518
3106,C(C(C(F)(Br)Br)(Cl)Br)(F)(Br)Br,75.1065518655,1.875677824,0.2575209141,-0.5328228474,0.0515548736,-2.9321684837
1495,C(C(C(F)(F)Br)(Cl)Cl)(Cl)Br,75.1065930974,1.8756780624,0.2575208545,-0.5328228474,0.0515548736,-2.9321684837
2219,C(C(C(F)(Cl)Br)(Br)(Br)Br)Br,75.3119817394,1.8768640757,0.0260563456,-1.073615551,0.1153673083,-2.7936732769
3830,C(C(C(Cl)(Cl)Br)(F)F)(Br)(Br)Br,75.3119817394,1.8768640757,0.0260564052,-1.073615551,0.1153673083,-2.7936732769
387,C(CBr)(Cl)(Cl)Cl,76.0522972753,1.8811123371,-0.2614091635,-0.9255307317,0.0305119902,-2.2406187057
159,C(C(Cl)(Cl)Cl)Br,76.0523181509,1.8811124563,-0.2614090443,-0.9255307317,0.0305119902,-2.2406187057
995,C(C(C(F)(F)Cl)(Cl)(Br)Br)(Cl)Br,76.0788347404,1.8812638521,0.2143378854,-0.5751011968,0.0436290652,-3.5758194923
3143,C(C(C(F)(Br)Br)F)(F)(Cl)Cl,76.0788347404,1.8812638521,0.2143378854,-0.5751011372,0.0436290652,-3.5758194923
3340,C(C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl)(F)(F)F,76.1275282256,1.881541729,0.3142818809,-0.6423492432,0.0068273684,-3.3893527985
476,C(C(C(F)(F)F)(F)(Cl)Cl)(Br)Br,76.1275491218,1.8815418482,0.3142820001,-0.6423493028,0.0068273684,-3.3893527985
2917,C(C(C(F)(Br)Br)(F)(Br)Cl)F,76.3486799734,1.8828015327,-0.3106437922,-1.1671639681,0.0055409214,-1.4724330902
3633,C(C(C(Cl)(Cl)Br)(F)(F)Cl)(F)Br,76.3486799734,1.8828015327,-0.3106437922,-1.1671639681,0.0055409214,-1.4724330902
1718,C(C(C(F)(Cl)Cl)(F)(Br)Cl)Cl,76.7870951417,1.8852882385,-0.3892553449,-1.0929518938,0.1516873389,-2.4889597893
3687,C(C(C(Cl)(Cl)Br)(F)(Cl)Br)(Cl)(Cl)Cl,76.7870951417,1.8852882385,-0.3892553449,-1.0929518938,0.1516873389,-2.4889597893
3730,C(C(C(Cl)(Cl)Br)(F)(Br)Br)(Br)(Br)Br,77.0572950397,1.8868137598,-0.6645044088,-0.9774165154,0.0208580643,-3.0683293343
