,smiles,GWP100,log(GWP100),log(LT),log(RE),log(lip),log(sol)
2286,C(C(C(F)(Cl)Br)(Cl)Cl)(F)(Br)Br,1422.5212650571,3.1530587673,0.8992333412,-0.676356554,-0.0585192293,-4.2051377296
657,C(C(C(F)(F)F)(F)Cl)F,1435.4904357583,3.1570003033,0.3760274649,-0.9408785701,0.0872631818,-2.0419831276
3521,C(C(C(Cl)(Cl)Cl)(Br)Br)(F)(F)Cl,1435.4904357583,3.1570003033,0.3760275245,-0.9408785701,0.0872631818,-2.0419831276
171,C(C(Cl)(Cl)Br)(F)F,1442.3739917096,3.1590778828,0.4919546247,-0.7804839611,0.1182308346,-2.7645134926
228,C(C(F)F)(Cl)(Cl)Br,1442.3739917096,3.1590778828,0.4919546247,-0.7804839611,0.1182308346,-2.7645134926
791,C(C(C(F)(F)F)Br)(F)F,1462.5053890614,3.1650974751,1.2189112902,-0.4354666173,0.0997125655,-2.6724312305
2402,C(C(C(F)(Br)Cl)(F)(F)F)(F)(F)Br,1462.5053890614,3.1650974751,1.2189112902,-0.4354666471,0.0997125655,-2.6724312305
1017,C(C(C(F)(F)Cl)(Br)(Br)Br)F,1463.1390024155,3.1652855873,0.3040319681,-0.9117451906,0.0852795988,-2.1947240829
3523,C(C(C(Cl)(Cl)Cl)(Br)Br)(F)(Cl)Cl,1463.1390024155,3.1652855873,0.3040320873,-0.9117451906,0.0852795988,-2.1947240829
1951,C(C(C(F)(Cl)Cl)F)(F)F,1470.4893114631,3.1674618721,0.7653403282,-0.5453935862,-0.1876100749,-3.9220640659
2488,C(C(C(F)(Br)Cl)(F)(Cl)Br)(Cl)(Cl)Br,1470.4893114631,3.1674618721,0.7653403282,-0.5453934669,-0.1876100749,-3.9220640659
30,C(C(F)(F)Cl)(Br)(Br)Br,1471.3428411947,3.1677138805,0.988558352,-0.472749114,-0.0071829418,-3.31716609
201,C(C(Br)(Br)Br)(F)(F)Cl,1471.3428411947,3.1677138805,0.9885584116,-0.472749114,-0.0071829418,-3.31716609
2070,C(C(C(F)(Cl)Br)(F)(Cl)Cl)(Br)(Br)Br,1473.6814792714,3.1684036255,1.0819011927,-0.7545938492,-0.0420884341,-4.1677513123
2249,C(C(C(F)(Cl)Br)(F)Cl)(Cl)(Br)Br,1473.6814792714,3.1684036255,1.0819011927,-0.7545938492,-0.0420884341,-4.1677513123
210,C(C(Br)(Br)Br)(Br)(Br)Br,1477.9958152804,3.1696732044,0.6578817368,-0.8960366249,-0.1688055843,-3.4801249504
2512,C(C(C(F)(Br)Cl)(F)(Br)Cl)(F)Cl,1478.0380080983,3.1696856022,-0.1459342241,-1.1777609587,0.0345326811,-1.0580427647
