,smiles,GWP100,LT,RE,lip,sol,GWP
174,C(C(C(C(C(F)(F)F)(F)F)(Cl)F)(F)F)(F)F,3.6557691097,1.7073967457,-0.5402584076,0.074930802,-3.4343538284,4526.5686338826
5022,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)F)(Cl)F)(F)F)(F)F)(Cl)F)(F)F,3.6560664177,1.7637858391,-0.5351337194,0.1395661384,-4.5716018677,4529.6684791052
5451,C(C(C(C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(F)F,3.6561896801,1.5474611521,-0.6014094353,0.2396433502,-4.9450058937,4530.954281936
3282,C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F,3.6562657356,1.500862956,-0.5757954717,0.1234045774,-4.7169933319,4531.7478317159
4947,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(F)F,3.6564159393,1.7020446062,-0.6291981936,0.1697837263,-4.7599806786,4533.3154386404
4686,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(F)F,3.6566133499,1.5841881037,-0.6207318902,0.2100218683,-4.7728509903,4535.3765467366
12909,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F,3.6569468975,1.5908032656,-0.5771423578,0.1223058254,-4.7033810616,4538.8611523586
3819,C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)F)(F)F)(Cl)F)(F)F)(F)F,3.6570196152,1.705847621,-0.6093406677,0.1030732542,-4.2252192497,4539.621196613
11451,C(C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F,3.6572504044,1.6085194349,-0.5782964826,0.1215330511,-4.6970019341,4542.0342456984
4002,C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F,3.6574289799,1.4400013685,-0.585744381,0.0899204165,-4.7779536247,4543.9022475268
8742,C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,3.657607317,1.9624124765,-0.5811222792,0.0947480351,-4.3008332253,4545.7685220755
4305,C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(Cl)F)(F)F)(F)F,3.6577439308,1.6637318134,-0.6142962575,0.1096673757,-4.2402906418,4547.198686701
552,C(C(C(C(C(C(F)(F)F)(F)F)(Cl)F)(Cl)F)(F)F)(F)F,3.6580281258,1.705422163,-0.5457360744,0.0836404115,-3.8759770393,4550.1752702388
4584,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)F)(Cl)F)(F)F)(F)F)(F)F,3.6582436562,1.8973127604,-0.5547978878,0.0941978842,-4.409930706,4552.4339783424
10854,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)F)(Cl)F)(F)F)(F)F)(Cl)F)(F)F,3.6582849026,1.6770387888,-0.5462434292,0.1406410486,-4.636715889,4552.8663589095
2970,C(C(C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(Cl)F)(F)F)(Cl)F)(F)F,3.6582901478,1.6607016325,-0.547650218,0.1409846097,-4.3188533783,4552.9213466646
4164,C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F,3.6587207317,1.4950979948,-0.6142926216,0.0981100947,-4.682144165,4557.4376071993
192,C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F,3.6592986584,1.4472337961,-0.5449633598,0.0964899212,-3.7227146626,4563.5063415407
204,C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F,3.6593744755,1.3717700243,-0.5878305435,0.1444772631,-3.8157603741,4564.3030867697
1158,C(C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F,3.6596932411,1.4151080847,-0.6030729413,0.1461944133,-4.3955769539,4567.6544465964
12012,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(F)F,3.6597340107,1.5086244345,-0.6145874858,0.1813545972,-5.0940957069,4568.0832572045
420,C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(F)F,3.6598818302,1.432857275,-0.6231366396,0.1124365479,-3.8779826164,4569.63834673
4143,C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)F)(F)F)(F)F,3.6599690914,1.7019053698,-0.6214216352,0.1078605801,-4.2343883514,4570.5565996774
10563,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F,3.6599941254,1.542312026,-0.5622776747,0.1187225729,-4.9916176796,4570.8200669597
4890,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F,3.6600532532,1.6921306849,-0.5654521585,0.1213920861,-4.6819705963,4571.4424118878
150,C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F,3.6601760387,1.2817467451,-0.560734868,0.0688502342,-3.522506237,4572.7350520954
5280,C(C(C(C(C(C(C(C(F)(F)F)(Cl)Cl)(F)F)(Cl)F)(F)F)(Cl)F)(Cl)Cl)(F)F,3.6601774693,1.5992039442,-0.6197738647,0.2106366903,-4.7851891518,4572.7501141351
1458,C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(Cl)F)(F)F,3.6606988907,1.7028454542,-0.5369751453,0.1340174228,-4.1518726349,4578.2435337413
11022,C(C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(F)F,3.6608293056,1.5842475891,-0.6440036893,0.1655519754,-4.9080500603,4579.6185480268
8835,C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(F)F,3.6609082222,1.6438564062,-0.6333122253,0.1704919487,-4.8268489838,4580.4507956094
4194,C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(F)F)(Cl)F)(Cl)Cl)(Cl)F)(F)F,3.6609442234,1.5462960005,-0.5872755647,0.1194731146,-4.5355243683,4580.8305116593
4173,C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F,3.6611464024,1.5096288919,-0.6255986691,0.1286164075,-4.6952033043,4582.9635416078
138,C(C(C(C(F)(Cl)Cl)(Cl)Cl)(F)F)(F)F,3.6616716385,1.2704516649,-0.5072137713,0.0831958205,-3.3292198181,4588.5095347489
6405,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(F)F,3.6616899967,1.6419667006,-0.6132205725,0.1699248701,-4.7927231789,4588.7035015158
5172,C(C(C(C(C(C(C(C(F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(F)F,3.6617481709,1.5702315569,-0.6261193752,0.2106156498,-4.7812151909,4589.3182036126
9264,C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(Cl)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F,3.6618142128,1.6606911421,-0.5679699779,0.1218711287,-4.6851801872,4590.0161414532
11508,C(C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(F)F,3.6618406773,1.620605588,-0.6362180114,0.1168481857,-4.9320816994,4590.2958503034
4422,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(Cl)F)(F)F)(F)F)(F)F,3.6623394489,1.8624483347,-0.5572298765,0.0942149907,-4.3866205215,4595.5706691745
3873,C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(Cl)F)(F)F)(F)F,3.6626977921,1.6632488966,-0.5930027962,0.1030510217,-4.3272557259,4599.3641107308
471,C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(F)F,3.6628348827,1.4779496193,-0.5359008312,0.0896963626,-3.6582057476,4600.8161888057
12435,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F,3.6628921032,1.5709651709,-0.6459767818,0.211313799,-4.9372458458,4601.422409167
9060,C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(F)F,3.6628949642,1.5929580927,-0.6245577931,0.2109021693,-4.8939962387,4601.4527222818
1521,C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl)(Cl)F)(F)F,3.6629548073,1.6655385494,-0.5835464597,0.1187994033,-4.3753590584,4602.0868173737
10206,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(F)F)(F)F)(F)F)(F)F)(Cl)F)(F)F,3.6629822254,1.7540200949,-0.5527603626,0.1405679733,-4.4938454628,4602.3773682174
6348,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F,3.6631968021,1.6681953669,-0.5532781482,0.1215709001,-4.6822443008,4604.651878014
1629,C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)F)(F)F)(Cl)Cl)(Cl)F)(F)F,3.6634607315,1.602643609,-0.5930633545,0.1186961681,-4.3477091789,4607.4510667282
3816,C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)F)(F)F)(Cl)Cl)(Cl)F)(F)F,3.6634716988,1.5148783922,-0.6036009192,0.1190373451,-4.4580397606,4607.5674203297
1005,C(C(C(C(C(C(F)(F)Cl)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F,3.6637840271,1.4651979208,-0.6088204384,0.1428317577,-4.313911438,4610.8822021784
4302,C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(Cl)Cl)(Cl)F)(F)F,3.6641299725,1.4942854643,-0.6053685546,0.1168431193,-4.4981212616,4614.5565495147
1212,C(C(C(C(C(C(F)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)Cl)(F)F,3.6644551754,1.3984543085,-0.627201438,0.1870872527,-4.1847343445,4618.0132578628
4197,C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(F)F)(Cl)F)(Cl)F)(F)F)(F)F,3.664659977,1.689424634,-0.6039270163,0.1080467254,-4.2720079422,4620.1915018713
10989,C(C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F)(F)F)(Cl)F)(F)F,3.6648566723,1.6512732506,-0.5690433979,0.1168542653,-4.6194219589,4622.2844962454
10239,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F,3.6651322842,1.5845762491,-0.6373444796,0.1710322648,-4.8954548836,4625.2188205017
558,C(C(C(C(C(C(F)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)F)(F)F,3.6651673317,1.5879770517,-0.539139986,0.1301394254,-3.9270300865,4625.5920903643
11445,C(C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F,3.6653273106,1.5352691412,-0.6312361956,0.2444168478,-4.9679942131,4627.2963102472
1044,C(C(C(C(C(C(F)(F)Cl)(F)F)(Cl)F)(Cl)F)(Cl)F)(F)F,3.6656281948,1.5520201921,-0.54773736,0.127304092,-4.0992698669,4630.5032655014
1437,C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)F)(Cl)Cl)(Cl)Cl)(F)F,3.665779829,1.4326409101,-0.5684220195,0.0805940181,-4.3437123299,4632.1202911697
375,C(C(C(C(C(F)(F)Cl)(Cl)F)(F)F)(Cl)Cl)(F)F,3.6660056114,1.4001227617,-0.6046228409,0.1629749686,-3.8705501556,4634.5290786663
1986,C(C(C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F,3.6662528515,1.5629776716,-0.612585187,0.1864492446,-4.5131373405,4637.1682268622
4359,C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F)(Cl)F)(F)F)(F)F,3.6662986279,1.6040210724,-0.5671554208,0.1096682101,-4.355702877,4637.6570286128
12903,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F,3.6665189266,1.5259894133,-0.6289598942,0.2311105877,-4.9998688698,4640.010107771
2115,C(C(C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(F)F)(Cl)Cl)(Cl)F)(F)F,3.6666815281,1.5811927319,-0.5824472904,0.1188898236,-4.3622980118,4641.7476700852
11637,C(C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(Cl)F)(F)F)(Cl)F)(F)F,3.6667432785,1.6691586971,-0.5640246868,0.1169253141,-4.7492508888,4642.4077065839
10368,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(F)F)(Cl)F)(F)F)(F)F)(Cl)F)(F)F,3.6667919159,1.706766963,-0.5500534177,0.1405736953,-4.5683016777,4642.927646966
396,C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)F)(Cl)F)(F)F,3.6668772697,1.426186204,-0.4929307401,0.1092809588,-3.7344939709,4643.8402321302
4884,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F,3.6669411659,1.6076855659,-0.6205888391,0.2438348681,-4.9059615135,4644.5235138412
9708,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(Cl)F)(Cl)Cl)(F)F,3.667434454,1.5828174353,-0.6330763102,0.2081325203,-4.9729590416,4649.8019358381
9321,C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(Cl)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(F)F,3.667648077,1.6535640955,-0.6319868565,0.1703969985,-4.8870472908,4652.0896673989
5994,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(Cl)F)(F)F)(F)F)(Cl)F)(F)F,3.6676771641,1.73683393,-0.5309761167,0.1397895366,-4.5722818375,4652.4012536137
8910,C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(Cl)F)(F)F)(F)F)(Cl)F)(F)F,3.6681063175,1.7527006865,-0.5479047298,0.1402259618,-4.5664196014,4657.0008534269
12447,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)F)(F)F)(Cl)F)(F)F,3.6681993008,1.6296411753,-0.5748130083,0.1218417436,-4.6617712975,4657.9980326041
9258,C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(Cl)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F,3.6682994366,1.5865647793,-0.6237964034,0.2443881184,-4.9313058853,4659.0721566625
3711,C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)F)(F)F)(F)F,3.6683676243,1.696839571,-0.6056753397,0.1030433327,-4.2601561546,4659.8037257535
11475,C(C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)F)(F)F)(Cl)F)(F)F)(Cl)F)(F)F,3.668432951,1.6430236101,-0.5648101568,0.1169458181,-4.670112133,4660.5047073803
3657,C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F)(F)F)(F)F,3.6684951782,1.7417584658,-0.6155143976,0.1029952914,-4.1963162422,4661.1725288183
3444,C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F,3.6685812473,1.5447868109,-0.6118866801,0.187372759,-4.6807231903,4662.0963782574
408,C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(F)F,3.6688485146,1.4530874491,-0.5682983994,0.0962069184,-3.7223148346,4664.9663411695
9825,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(F)F,3.6689860821,1.5311168432,-0.6005452871,0.1795867831,-5.0916705132,4666.4442542651
10248,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(F)F)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F,3.6690988541,1.6018149853,-0.6283276081,0.2111226469,-4.9199576378,4667.6561336397
720,C(C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(Cl)F)(Cl)F)(F)F,3.6692855358,1.5356076956,-0.528396368,0.118636325,-4.0137724876,4669.6629597571
234,C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(Cl)F)(F)F,3.6693851948,1.4687095881,-0.5038186312,0.1159704477,-3.5879700184,4670.7346454482
69,C(C(C(C(F)(F)F)(Cl)F)(Cl)Cl)(F)F,3.6695387363,1.3577008247,-0.5594601631,0.1245597154,-3.3228485584,4672.3862406757
3435,C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F,3.6696643829,1.5305365324,-0.6060302258,0.1569366008,-4.667611599,4673.7382134951
1977,C(C(C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F,3.6698875427,1.5470075607,-0.6070748568,0.1560130268,-4.4686150551,4676.1404048542
3411,C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(F)F)(F)F)(Cl)Cl)(Cl)F)(F)F,3.6704418659,1.5741647482,-0.6003180742,0.1197135597,-4.416893959,4682.1127304336
12480,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(F)F,3.6704647541,1.5707999468,-0.643876195,0.1092110425,-4.8977413177,4682.3594935959
2007,C(C(C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(Cl)F)(Cl)Cl)(Cl)F)(F)F,3.670468092,1.6070674658,-0.575252831,0.118977502,-4.3862175941,4682.395480977
5832,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(F)F)(F)F)(F)F)(Cl)F)(F)F,3.6706912518,1.7682045698,-0.5332667828,0.1397791654,-4.5079197884,4684.8021219677
1953,C(C(C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(F)F)(Cl)Cl)(Cl)F)(F)F,3.6707935333,1.5955506563,-0.5935078859,0.1189680845,-4.3513073921,4685.9055791094
6342,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F,3.6711719036,1.6037458181,-0.6092194319,0.2439959198,-4.9182105064,4689.9898585011
5865,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F,3.6711935997,1.597802043,-0.6322827339,0.1702500135,-4.7598996162,4690.2241626227
111,C(C(C(C(F)(F)Cl)(Cl)Cl)(F)F)(F)F,3.6714577675,1.440684557,-0.4880778491,0.0825560838,-3.2493228912,4693.0779475167
2118,C(C(C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(F)F)(Cl)F)(F)F)(F)F,3.6715312004,1.7819750309,-0.5688232183,0.0906418711,-4.1888289452,4693.8715462849
13095,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F)(Cl)F)(F)F)(Cl)F)(F)F,3.6715993881,1.6349958181,-0.5603892803,0.1237085611,-4.8085589409,4694.6085795878
2979,C(C(C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl)(Cl)F)(F)F,3.6717677116,1.6218992472,-0.5866494179,0.1192706376,-4.462635994,4696.4284649746
6543,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)F)(F)F,3.671810627,1.6407079697,-0.5678399205,0.1244788319,-4.7712483406,4696.8925712692
10722,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F,3.6721186638,1.6293364763,-0.5600962639,0.1224000007,-4.7037467957,4700.2251694448
5874,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F,3.6724121571,1.6148649454,-0.6232640147,0.2103403956,-4.8061685562,4703.4026233257
5919,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(F)F,3.6727068424,1.6302560568,-0.6267927289,0.1699551493,-4.7728648186,4706.5951443275
390,C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)F)(F)F)(F)F,3.6728107929,1.5691900253,-0.5287469625,0.0759509951,-3.5372560024,4707.7218256427
10293,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(F)F,3.6730399132,1.6080709696,-0.6273771524,0.1708741337,-4.884262085,4710.2061284484
1512,C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)F)(F)F)(Cl)F)(F)F,3.6733496189,1.7018278837,-0.54352355,0.1404066831,-4.2795567513,4713.566286536
11646,C(C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)F)(F)F,3.6733496189,1.6070177555,-0.5968806744,0.1246027499,-4.9043245316,4713.566286536
11151,C(C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)F)(F)F)(Cl)F)(F)F,3.6734972,1.660020709,-0.5684097409,0.1169176847,-4.6858677864,4715.1683135855
1815,C(C(C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F,3.6736066341,1.4853463173,-0.5968003273,0.1531582028,-4.5429811478,4716.3565979641
3087,C(C(C(C(C(C(C(F)(F)Cl)(F)F)(Cl)F)(F)F)(Cl)Cl)(Cl)F)(F)F,3.6738419533,1.5756443739,-0.5958755016,0.1191970855,-4.4113373756,4718.9128121212
6534,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(Cl)F)(Cl)F)(F)F)(Cl)F)(F)F,3.6739852428,1.7093099356,-0.5304698944,0.1461585313,-4.6558132172,4720.4700101889
3465,C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(F)F)(Cl)F)(Cl)Cl)(Cl)F)(F)F,3.6742575169,1.5812189579,-0.5758548975,0.1197739989,-4.5303788185,4723.4303616514
990,C(C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(Cl)F)(Cl)F)(F)F,3.674380064,1.6052006483,-0.5641969442,0.1441036612,-3.9711692333,4724.7633848115
4599,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)F)(F)F,3.6744771004,1.7073429823,-0.5950770378,0.1243481785,-4.7035446167,4725.819177807
4149,C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)F)(F)F,3.6745798588,1.5638328791,-0.5954634547,0.1143051535,-4.3710894585,4726.9374860726
57,C(C(C(C(F)(F)F)(Cl)Cl)(F)F)(F)F,3.6748058796,1.4586950541,-0.5312854052,0.0815166384,-3.1826453209,4729.3981765892
10716,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F,3.6753733158,1.5642017126,-0.6167676449,0.2450255305,-4.9935903549,4735.5815058009
2172,C(C(C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(Cl)F)(Cl)F)(F)F)(F)F,3.6754906178,1.6850007772,-0.5471707582,0.0906415731,-4.3137555122,4736.8607482288
7647,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F,3.6757984161,1.5081226826,-0.5274482965,0.0195359737,-5.119699955,4740.2191028453
13104,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)F)(F)F,3.6760411263,1.5453385115,-0.5399554372,0.0836465508,-4.8888688087,4742.8689653437
4368,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,3.6761863232,1.9659627676,-0.5517349243,0.0941789299,-4.2695884705,4744.4549055284
1206,C(C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)F)(Cl)F)(Cl)F)(F)F,3.6762428284,1.4963169098,-0.506023109,0.1187993437,-4.1562552452,4745.0722374098
3273,C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F,3.6765725613,1.4623318911,-0.567088604,0.092970565,-4.6941466331,4748.6762447718
3663,C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F)(Cl)F)(F)F,3.6767089367,1.5794302225,-0.5912718773,0.1115663201,-4.3043966293,4750.1676393627
5085,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)F)(F)F,3.6768455505,1.6850652695,-0.580345273,0.1242657453,-4.7242779732,4751.6621109114
411,C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(F)F,3.6769897938,1.4001518488,-0.6078264713,0.0675441176,-3.912674427,4753.2405536549
1218,C(C(C(C(C(C(F)(Cl)Cl)(F)F)(F)F)(Cl)Cl)(F)F)(F)F,3.6770291328,1.5490182638,-0.5654484034,0.1072263271,-4.0540394783,4753.6711290331
498,C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)F)(F)F)(F)F,3.6770479679,1.8168745041,-0.5610883236,0.083752647,-3.7766866684,4753.8772971128
123,C(C(C(C(F)(F)Cl)(Cl)F)(Cl)Cl)(F)F,3.6772809029,1.3281975985,-0.5313233137,0.1232202798,-3.415143013,4756.427735218
12933,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(Cl)F)(F)F)(Cl)F)(F)F,3.6778633595,1.6429202557,-0.5712270737,0.1236471683,-4.7125654221,4762.8111257449
1266,C(C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)F)(F)F)(Cl)Cl)(F)F,3.6779983044,1.4152241945,-0.6273291111,0.1869172603,-4.2918477058,4764.2912666091
